movie_id,title,year,industry,language,country,genre,director,cast,runtime_minutes,rating,overview,keywords,rag_text,data_type
59,Hollywood Story 2022 059,2022,Hollywood,English,United States,Mystery,Kiran Varma,Ananya Reddy; Sophia Davis,91,7.0,"Hollywood Story 2022 059 is a mystery film released in 2022. It follows Ananya Reddy and Sophia Davis through a story involving clues, investigation, hidden truth. The film is directed by Kiran Varma and belongs to the Hollywood film industry.","clues, investigation, hidden truth","Title: Hollywood Story 2022 059. Year: 2022. Industry: Hollywood. Language: English. Country: United States. Genre: Mystery. Director: Kiran Varma. Cast: Ananya Reddy, Sophia Davis. Runtime: 91 minutes. Rating: 7.0. Overview: Hollywood Story 2022 059 is a mystery film released in 2022. It follows Ananya Reddy and Sophia Davis through a story involving clues, investigation, hidden truth. The film is directed by Kiran Varma and belongs to the Hollywood film industry. Keywords: clues, investigation, hidden truth.",synthetic_demo_data
304,Hollywood Story 2022 304,2022,Hollywood,English,United States,Thriller,Sophia Wilson,Sophia Davis; Vivek Rao,105,6.2,"Hollywood Story 2022 304 is a thriller film released in 2022. It follows Sophia Davis and Vivek Rao through a story involving suspense, investigation, danger. The film is directed by Sophia Wilson and belongs to the Hollywood film industry.","suspense, investigation, danger","Title: Hollywood Story 2022 304. Year: 2022. Industry: Hollywood. Language: English. Country: United States. Genre: Thriller. Director: Sophia Wilson. Cast: Sophia Davis, Vivek Rao. Runtime: 105 minutes. Rating: 6.2. Overview: Hollywood Story 2022 304 is a thriller film released in 2022. It follows Sophia Davis and Vivek Rao through a story involving suspense, investigation, danger. The film is directed by Sophia Wilson and belongs to the Hollywood film industry. Keywords: suspense, investigation, danger.",synthetic_demo_data
1448,Tollywood Story 2026 448,2026,Tollywood,Telugu,India,Adventure,Sophia Wilson,Sophia Davis; Vivek Rao,141,7.4,"Tollywood Story 2026 448 is a adventure film released in 2026. It follows Sophia Davis and Vivek Rao through a story involving journey, exploration, discovery. The film is directed by Sophia Wilson and belongs to the Tollywood film industry.","journey, exploration, discovery","Title: Tollywood Story 2026 448. Year: 2026. Industry: Tollywood. Language: Telugu. Country: India. Genre: Adventure. Director: Sophia Wilson. Cast: Sophia Davis, Vivek Rao. Runtime: 141 minutes. Rating: 7.4. Overview: Tollywood Story 2026 448 is a adventure film released in 2026. It follows Sophia Davis and Vivek Rao through a story involving journey, exploration, discovery. The film is directed by Sophia Wilson and belongs to the Tollywood film industry. Keywords: journey, exploration, discovery.",synthetic_demo_data
844,Bollywood Story 2020 344,2020,Bollywood,Hindi,India,Thriller,Priya Reddy,Mia Taylor; Ayaan Khan,142,8.6,"Bollywood Story 2020 344 is a thriller film released in 2020. It follows Mia Taylor and Ayaan Khan through a story involving suspense, investigation, danger. The film is directed by Priya Reddy and belongs to the Bollywood film industry.","suspense, investigation, danger","Title: Bollywood Story 2020 344. Year: 2020. Industry: Bollywood. Language: Hindi. Country: India. Genre: Thriller. Director: Priya Reddy. Cast: Mia Taylor, Ayaan Khan. Runtime: 142 minutes. Rating: 8.6. Overview: Bollywood Story 2020 344 is a thriller film released in 2020. It follows Mia Taylor and Ayaan Khan through a story involving suspense, investigation, danger. The film is directed by Priya Reddy and belongs to the Bollywood film industry. Keywords: suspense, investigation, danger.",synthetic_demo_data
1262,Tollywood Story 2022 262,2022,Tollywood,Telugu,India,Drama,Emma Brooks,Noah Smith; Rahul Verma,135,7.4,"Tollywood Story 2022 262 is a drama film released in 2022. It follows Noah Smith and Rahul Verma through a story involving family, ambition, relationships. The film is directed by Emma Brooks and belongs to the Tollywood film industry.","family, ambition, relationships","Title: Tollywood Story 2022 262. Year: 2022. Industry: Tollywood. Language: Telugu. Country: India. Genre: Drama. Director: Emma Brooks. Cast: Noah Smith, Rahul Verma. Runtime: 135 minutes. Rating: 7.4. Overview: Tollywood Story 2022 262 is a drama film released in 2022. It follows Noah Smith and Rahul Verma through a story involving family, ambition, relationships. The film is directed by Emma Brooks and belongs to the Tollywood film industry. Keywords: family, ambition, relationships.",synthetic_demo_data
1431,Tollywood Story 2023 431,2023,Tollywood,Telugu,India,Action,Kiran Varma,Ananya Reddy; Sophia Davis,103,7.0,"Tollywood Story 2023 431 is a action film released in 2023. It follows Ananya Reddy and Sophia Davis through a story involving mission, chase, conflict. The film is directed by Kiran Varma and belongs to the Tollywood film industry.","mission, chase, conflict","Title: Tollywood Story 2023 431. Year: 2023. Industry: Tollywood. Language: Telugu. Country: India. Genre: Action. Director: Kiran Varma. Cast: Ananya Reddy, Sophia Davis. Runtime: 103 minutes. Rating: 7.0. Overview: Tollywood Story 2023 431 is a action film released in 2023. It follows Ananya Reddy and Sophia Davis through a story involving mission, chase, conflict. The film is directed by Kiran Varma and belongs to the Tollywood film industry. Keywords: mission, chase, conflict.",synthetic_demo_data
1210,Tollywood Story 2026 210,2026,Tollywood,Telugu,India,Crime,Nisha Kapoor,Olivia Wilson; Ananya Reddy,95,8.0,"Tollywood Story 2026 210 is a crime film released in 2026. It follows Olivia Wilson and Ananya Reddy through a story involving police, conspiracy, investigation. The film is directed by Nisha Kapoor and belongs to the Tollywood film industry.","police, conspiracy, investigation","Title: Tollywood Story 2026 210. Year: 2026. Industry: Tollywood. Language: Telugu. Country: India. Genre: Crime. Director: Nisha Kapoor. Cast: Olivia Wilson, Ananya Reddy. Runtime: 95 minutes. Rating: 8.0. Overview: Tollywood Story 2026 210 is a crime film released in 2026. It follows Olivia Wilson and Ananya Reddy through a story involving police, conspiracy, investigation. The film is directed by Nisha Kapoor and belongs to the Tollywood film industry. Keywords: police, conspiracy, investigation.",synthetic_demo_data
368,Hollywood Story 2023 368,2023,Hollywood,English,United States,Adventure,Priya Reddy,Mia Taylor; Ayaan Khan,148,8.8,"Hollywood Story 2023 368 is a adventure film released in 2023. It follows Mia Taylor and Ayaan Khan through a story involving journey, exploration, discovery. The film is directed by Priya Reddy and belongs to the Hollywood film industry.","journey, exploration, discovery","Title: Hollywood Story 2023 368. Year: 2023. Industry: Hollywood. Language: English. Country: United States. Genre: Adventure. Director: Priya Reddy. Cast: Mia Taylor, Ayaan Khan. Runtime: 148 minutes. Rating: 8.8. Overview: Hollywood Story 2023 368 is a adventure film released in 2023. It follows Mia Taylor and Ayaan Khan through a story involving journey, exploration, discovery. The film is directed by Priya Reddy and belongs to the Hollywood film industry. Keywords: journey, exploration, discovery.",synthetic_demo_data
1358,Tollywood Story 2020 358,2020,Tollywood,Telugu,India,Adventure,Emma Brooks,Noah Smith; Rahul Verma,159,8.2,"Tollywood Story 2020 358 is a adventure film released in 2020. It follows Noah Smith and Rahul Verma through a story involving journey, exploration, discovery. The film is directed by Emma Brooks and belongs to the Tollywood film industry.","journey, exploration, discovery","Title: Tollywood Story 2020 358. Year: 2020. Industry: Tollywood. Language: Telugu. Country: India. Genre: Adventure. Director: Emma Brooks. Cast: Noah Smith, Rahul Verma. Runtime: 159 minutes. Rating: 8.2. Overview: Tollywood Story 2020 358 is a adventure film released in 2020. It follows Noah Smith and Rahul Verma through a story involving journey, exploration, discovery. The film is directed by Emma Brooks and belongs to the Tollywood film industry. Keywords: journey, exploration, discovery.",synthetic_demo_data
1198,Tollywood Story 2021 198,2021,Tollywood,Telugu,India,Adventure,Nisha Kapoor,Olivia Wilson; Ananya Reddy,92,7.9,"Tollywood Story 2021 198 is a adventure film released in 2021. It follows Olivia Wilson and Ananya Reddy through a story involving journey, exploration, discovery. The film is directed by Nisha Kapoor and belongs to the Tollywood film industry.","journey, exploration, discovery","Title: Tollywood Story 2021 198. Year: 2021. Industry: Tollywood. Language: Telugu. Country: India. Genre: Adventure. Director: Nisha Kapoor. Cast: Olivia Wilson, Ananya Reddy. Runtime: 92 minutes. Rating: 7.9. Overview: Tollywood Story 2021 198 is a adventure film released in 2021. It follows Olivia Wilson and Ananya Reddy through a story involving journey, exploration, discovery. The film is directed by Nisha Kapoor and belongs to the Tollywood film industry. Keywords: journey, exploration, discovery.",synthetic_demo_data
1305,Tollywood Story 2023 305,2023,Tollywood,Telugu,India,Romance,Arjun Rao,Arjun Kumar; Noah Smith,112,7.5,"Tollywood Story 2023 305 is a romance film released in 2023. It follows Arjun Kumar and Noah Smith through a story involving love, relationships, emotional journey. The film is directed by Arjun Rao and belongs to the Tollywood film industry.","love, relationships, emotional journey","Title: Tollywood Story 2023 305. Year: 2023. Industry: Tollywood. Language: Telugu. Country: India. Genre: Romance. Director: Arjun Rao. Cast: Arjun Kumar, Noah Smith. Runtime: 112 minutes. Rating: 7.5. Overview: Tollywood Story 2023 305 is a romance film released in 2023. It follows Arjun Kumar and Noah Smith through a story involving love, relationships, emotional journey. The film is directed by Arjun Rao and belongs to the Tollywood film industry. Keywords: love, relationships, emotional journey.",synthetic_demo_data
1233,Tollywood Story 2021 233,2021,Tollywood,Telugu,India,Comedy,Arjun Rao,Arjun Kumar; Noah Smith,94,6.9,"Tollywood Story 2021 233 is a comedy film released in 2021. It follows Arjun Kumar and Noah Smith through a story involving friendship, humor, unexpected events. The film is directed by Arjun Rao and belongs to the Tollywood film industry.","friendship, humor, unexpected events","Title: Tollywood Story 2021 233. Year: 2021. Industry: Tollywood. Language: Telugu. Country: India. Genre: Comedy. Director: Arjun Rao. Cast: Arjun Kumar, Noah Smith. Runtime: 94 minutes. Rating: 6.9. Overview: Tollywood Story 2021 233 is a comedy film released in 2021. It follows Arjun Kumar and Noah Smith through a story involving friendship, humor, unexpected events. The film is directed by Arjun Rao and belongs to the Tollywood film industry. Keywords: friendship, humor, unexpected events.",synthetic_demo_data
705,Bollywood Story 2021 205,2021,Bollywood,Hindi,India,Romance,Aarav Mehta,Ayaan Khan; Olivia Wilson,141,7.7,"Bollywood Story 2021 205 is a romance film released in 2021. It follows Ayaan Khan and Olivia Wilson through a story involving love, relationships, emotional journey. The film is directed by Aarav Mehta and belongs to the Bollywood film industry.","love, relationships, emotional journey","Title: Bollywood Story 2021 205. Year: 2021. Industry: Bollywood. Language: Hindi. Country: India. Genre: Romance. Director: Aarav Mehta. Cast: Ayaan Khan, Olivia Wilson. Runtime: 141 minutes. Rating: 7.7. Overview: Bollywood Story 2021 205 is a romance film released in 2021. It follows Ayaan Khan and Olivia Wilson through a story involving love, relationships, emotional journey. The film is directed by Aarav Mehta and belongs to the Bollywood film industry. Keywords: love, relationships, emotional journey.",synthetic_demo_data
234,Hollywood Story 2022 234,2022,Hollywood,English,United States,Thriller,Nisha Kapoor,Olivia Wilson; Ananya Reddy,101,8.2,"Hollywood Story 2022 234 is a thriller film released in 2022. It follows Olivia Wilson and Ananya Reddy through a story involving suspense, investigation, danger. The film is directed by Nisha Kapoor and belongs to the Hollywood film industry.","suspense, investigation, danger","Title: Hollywood Story 2022 234. Year: 2022. Industry: Hollywood. Language: English. Country: United States. Genre: Thriller. Director: Nisha Kapoor. Cast: Olivia Wilson, Ananya Reddy. Runtime: 101 minutes. Rating: 8.2. Overview: Hollywood Story 2022 234 is a thriller film released in 2022. It follows Olivia Wilson and Ananya Reddy through a story involving suspense, investigation, danger. The film is directed by Nisha Kapoor and belongs to the Hollywood film industry. Keywords: suspense, investigation, danger.",synthetic_demo_data
619,Bollywood Story 2026 119,2026,Bollywood,Hindi,India,Mystery,Kiran Varma,Ananya Reddy; Sophia Davis,106,7.5,"Bollywood Story 2026 119 is a mystery film released in 2026. It follows Ananya Reddy and Sophia Davis through a story involving clues, investigation, hidden truth. The film is directed by Kiran Varma and belongs to the Bollywood film industry.","clues, investigation, hidden truth","Title: Bollywood Story 2026 119. Year: 2026. Industry: Bollywood. Language: Hindi. Country: India. Genre: Mystery. Director: Kiran Varma. Cast: Ananya Reddy, Sophia Davis. Runtime: 106 minutes. Rating: 7.5. Overview: Bollywood Story 2026 119 is a mystery film released in 2026. It follows Ananya Reddy and Sophia Davis through a story involving clues, investigation, hidden truth. The film is directed by Kiran Varma and belongs to the Bollywood film industry. Keywords: clues, investigation, hidden truth.",synthetic_demo_data
197,Hollywood Story 2020 197,2020,Hollywood,English,United States,Fantasy,Arjun Rao,Arjun Kumar; Noah Smith,166,6.6,"Hollywood Story 2020 197 is a fantasy film released in 2020. It follows Arjun Kumar and Noah Smith through a story involving magic, kingdom, legend. The film is directed by Arjun Rao and belongs to the Hollywood film industry.","magic, kingdom, legend","Title: Hollywood Story 2020 197. Year: 2020. Industry: Hollywood. Language: English. Country: United States. Genre: Fantasy. Director: Arjun Rao. Cast: Arjun Kumar, Noah Smith. Runtime: 166 minutes. Rating: 6.6. Overview: Hollywood Story 2020 197 is a fantasy film released in 2020. It follows Arjun Kumar and Noah Smith through a story involving magic, kingdom, legend. The film is directed by Arjun Rao and belongs to the Hollywood film industry. Keywords: magic, kingdom, legend.",synthetic_demo_data
1260,Tollywood Story 2020 260,2020,Tollywood,Telugu,India,Crime,Priya Reddy,Mia Taylor; Ayaan Khan,121,7.9,"Tollywood Story 2020 260 is a crime film released in 2020. It follows Mia Taylor and Ayaan Khan through a story involving police, conspiracy, investigation. The film is directed by Priya Reddy and belongs to the Tollywood film industry.","police, conspiracy, investigation","Title: Tollywood Story 2020 260. Year: 2020. Industry: Tollywood. Language: Telugu. Country: India. Genre: Crime. Director: Priya Reddy. Cast: Mia Taylor, Ayaan Khan. Runtime: 121 minutes. Rating: 7.9. Overview: Tollywood Story 2020 260 is a crime film released in 2020. It follows Mia Taylor and Ayaan Khan through a story involving police, conspiracy, investigation. The film is directed by Priya Reddy and belongs to the Tollywood film industry. Keywords: police, conspiracy, investigation.",synthetic_demo_data
82,Hollywood Story 2024 082,2024,Hollywood,English,United States,Drama,Emma Brooks,Noah Smith; Rahul Verma,90,9.0,"Hollywood Story 2024 082 is a drama film released in 2024. It follows Noah Smith and Rahul Verma through a story involving family, ambition, relationships. The film is directed by Emma Brooks and belongs to the Hollywood film industry.","family, ambition, relationships","Title: Hollywood Story 2024 082. Year: 2024. Industry: Hollywood. Language: English. Country: United States. Genre: Drama. Director: Emma Brooks. Cast: Noah Smith, Rahul Verma. Runtime: 90 minutes. Rating: 9.0. Overview: Hollywood Story 2024 082 is a drama film released in 2024. It follows Noah Smith and Rahul Verma through a story involving family, ambition, relationships. The film is directed by Emma Brooks and belongs to the Hollywood film industry. Keywords: family, ambition, relationships.",synthetic_demo_data
1405,Tollywood Story 2025 405,2025,Tollywood,Telugu,India,Romance,Vikram Singh,Vivek Rao; Emma Brown,164,7.3,"Tollywood Story 2025 405 is a romance film released in 2025. It follows Vivek Rao and Emma Brown through a story involving love, relationships, emotional journey. The film is directed by Vikram Singh and belongs to the Tollywood film industry.","love, relationships, emotional journey","Title: Tollywood Story 2025 405. Year: 2025. Industry: Tollywood. Language: Telugu. Country: India. Genre: Romance. Director: Vikram Singh. Cast: Vivek Rao, Emma Brown. Runtime: 164 minutes. Rating: 7.3. Overview: Tollywood Story 2025 405 is a romance film released in 2025. It follows Vivek Rao and Emma Brown through a story involving love, relationships, emotional journey. The film is directed by Vikram Singh and belongs to the Tollywood film industry. Keywords: love, relationships, emotional journey.",synthetic_demo_data
598,Bollywood Story 2026 098,2026,Bollywood,Hindi,India,Adventure,Maya Sharma,Emma Brown; Ravi Patel,121,8.1,"Bollywood Story 2026 098 is a adventure film released in 2026. It follows Emma Brown and Ravi Patel through a story involving journey, exploration, discovery. The film is directed by Maya Sharma and belongs to the Bollywood film industry.","journey, exploration, discovery","Title: Bollywood Story 2026 098. Year: 2026. Industry: Bollywood. Language: Hindi. Country: India. Genre: Adventure. Director: Maya Sharma. Cast: Emma Brown, Ravi Patel. Runtime: 121 minutes. Rating: 8.1. Overview: Bollywood Story 2026 098 is a adventure film released in 2026. It follows Emma Brown and Ravi Patel through a story involving journey, exploration, discovery. The film is directed by Maya Sharma and belongs to the Bollywood film industry. Keywords: journey, exploration, discovery.",synthetic_demo_data
1157,Tollywood Story 2022 157,2022,Tollywood,Telugu,India,Fantasy,Aarav Mehta,Ayaan Khan; Olivia Wilson,129,7.3,"Tollywood Story 2022 157 is a fantasy film released in 2022. It follows Ayaan Khan and Olivia Wilson through a story involving magic, kingdom, legend. The film is directed by Aarav Mehta and belongs to the Tollywood film industry.","magic, kingdom, legend","Title: Tollywood Story 2022 157. Year: 2022. Industry: Tollywood. Language: Telugu. Country: India. Genre: Fantasy. Director: Aarav Mehta. Cast: Ayaan Khan, Olivia Wilson. Runtime: 129 minutes. Rating: 7.3. Overview: Tollywood Story 2022 157 is a fantasy film released in 2022. It follows Ayaan Khan and Olivia Wilson through a story involving magic, kingdom, legend. The film is directed by Aarav Mehta and belongs to the Tollywood film industry. Keywords: magic, kingdom, legend.",synthetic_demo_data
112,Hollywood Story 2026 112,2026,Hollywood,English,United States,Drama,Sophia Wilson,Sophia Davis; Vivek Rao,138,7.7,"Hollywood Story 2026 112 is a drama film released in 2026. It follows Sophia Davis and Vivek Rao through a story involving family, ambition, relationships. The film is directed by Sophia Wilson and belongs to the Hollywood film industry.","family, ambition, relationships","Title: Hollywood Story 2026 112. Year: 2026. Industry: Hollywood. Language: English. Country: United States. Genre: Drama. Director: Sophia Wilson. Cast: Sophia Davis, Vivek Rao. Runtime: 138 minutes. Rating: 7.7. Overview: Hollywood Story 2026 112 is a drama film released in 2026. It follows Sophia Davis and Vivek Rao through a story involving family, ambition, relationships. The film is directed by Sophia Wilson and belongs to the Hollywood film industry. Keywords: family, ambition, relationships.",synthetic_demo_data
1277,Tollywood Story 2023 277,2023,Tollywood,Telugu,India,Fantasy,Aarav Mehta,Ayaan Khan; Olivia Wilson,159,8.3,"Tollywood Story 2023 277 is a fantasy film released in 2023. It follows Ayaan Khan and Olivia Wilson through a story involving magic, kingdom, legend. The film is directed by Aarav Mehta and belongs to the Tollywood film industry.","magic, kingdom, legend","Title: Tollywood Story 2023 277. Year: 2023. Industry: Tollywood. Language: Telugu. Country: India. Genre: Fantasy. Director: Aarav Mehta. Cast: Ayaan Khan, Olivia Wilson. Runtime: 159 minutes. Rating: 8.3. Overview: Tollywood Story 2023 277 is a fantasy film released in 2023. It follows Ayaan Khan and Olivia Wilson through a story involving magic, kingdom, legend. The film is directed by Aarav Mehta and belongs to the Tollywood film industry. Keywords: magic, kingdom, legend.",synthetic_demo_data
781,Bollywood Story 2020 281,2020,Bollywood,Hindi,India,Action,Arjun Rao,Arjun Kumar; Noah Smith,106,7.3,"Bollywood Story 2020 281 is a action film released in 2020. It follows Arjun Kumar and Noah Smith through a story involving mission, chase, conflict. The film is directed by Arjun Rao and belongs to the Bollywood film industry.","mission, chase, conflict","Title: Bollywood Story 2020 281. Year: 2020. Industry: Bollywood. Language: Hindi. Country: India. Genre: Action. Director: Arjun Rao. Cast: Arjun Kumar, Noah Smith. Runtime: 106 minutes. Rating: 7.3. Overview: Bollywood Story 2020 281 is a action film released in 2020. It follows Arjun Kumar and Noah Smith through a story involving mission, chase, conflict. The film is directed by Arjun Rao and belongs to the Bollywood film industry. Keywords: mission, chase, conflict.",synthetic_demo_data
984,Bollywood Story 2020 484,2020,Bollywood,Hindi,India,Thriller,Sophia Wilson,Sophia Davis; Vivek Rao,150,7.7,"Bollywood Story 2020 484 is a thriller film released in 2020. It follows Sophia Davis and Vivek Rao through a story involving suspense, investigation, danger. The film is directed by Sophia Wilson and belongs to the Bollywood film industry.","suspense, investigation, danger","Title: Bollywood Story 2020 484. Year: 2020. Industry: Bollywood. Language: Hindi. Country: India. Genre: Thriller. Director: Sophia Wilson. Cast: Sophia Davis, Vivek Rao. Runtime: 150 minutes. Rating: 7.7. Overview: Bollywood Story 2020 484 is a thriller film released in 2020. It follows Sophia Davis and Vivek Rao through a story involving suspense, investigation, danger. The film is directed by Sophia Wilson and belongs to the Bollywood film industry. Keywords: suspense, investigation, danger.",synthetic_demo_data
800,Bollywood Story 2025 300,2025,Bollywood,Hindi,India,Crime,David Thomas,Liam Johnson; Arjun Kumar,158,7.2,"Bollywood Story 2025 300 is a crime film released in 2025. It follows Liam Johnson and Arjun Kumar through a story involving police, conspiracy, investigation. The film is directed by David Thomas and belongs to the Bollywood film industry.","police, conspiracy, investigation","Title: Bollywood Story 2025 300. Year: 2025. Industry: Bollywood. Language: Hindi. Country: India. Genre: Crime. Director: David Thomas. Cast: Liam Johnson, Arjun Kumar. Runtime: 158 minutes. Rating: 7.2. Overview: Bollywood Story 2025 300 is a crime film released in 2025. It follows Liam Johnson and Arjun Kumar through a story involving police, conspiracy, investigation. The film is directed by David Thomas and belongs to the Bollywood film industry. Keywords: police, conspiracy, investigation.",synthetic_demo_data
1266,Tollywood Story 2026 266,2026,Tollywood,Telugu,India,Science Fiction,Maya Sharma,Emma Brown; Ravi Patel,163,6.4,"Tollywood Story 2026 266 is a science fiction film released in 2026. It follows Emma Brown and Ravi Patel through a story involving technology, future, artificial intelligence. The film is directed by Maya Sharma and belongs to the Tollywood film industry.","technology, future, artificial intelligence","Title: Tollywood Story 2026 266. Year: 2026. Industry: Tollywood. Language: Telugu. Country: India. Genre: Science Fiction. Director: Maya Sharma. Cast: Emma Brown, Ravi Patel. Runtime: 163 minutes. Rating: 6.4. Overview: Tollywood Story 2026 266 is a science fiction film released in 2026. It follows Emma Brown and Ravi Patel through a story involving technology, future, artificial intelligence. The film is directed by Maya Sharma and belongs to the Tollywood film industry. Keywords: technology, future, artificial intelligence.",synthetic_demo_data
1151,Tollywood Story 2023 151,2023,Tollywood,Telugu,India,Action,Ryan Miller,Ravi Patel; Liam Johnson,168,8.8,"Tollywood Story 2023 151 is a action film released in 2023. It follows Ravi Patel and Liam Johnson through a story involving mission, chase, conflict. The film is directed by Ryan Miller and belongs to the Tollywood film industry.","mission, chase, conflict","Title: Tollywood Story 2023 151. Year: 2023. Industry: Tollywood. Language: Telugu. Country: India. Genre: Action. Director: Ryan Miller. Cast: Ravi Patel, Liam Johnson. Runtime: 168 minutes. Rating: 8.8. Overview: Tollywood Story 2023 151 is a action film released in 2023. It follows Ravi Patel and Liam Johnson through a story involving mission, chase, conflict. The film is directed by Ryan Miller and belongs to the Tollywood film industry. Keywords: mission, chase, conflict.",synthetic_demo_data
825,Bollywood Story 2022 325,2022,Bollywood,Hindi,India,Romance,Aarav Mehta,Ayaan Khan; Olivia Wilson,90,8.7,"Bollywood Story 2022 325 is a romance film released in 2022. It follows Ayaan Khan and Olivia Wilson through a story involving love, relationships, emotional journey. The film is directed by Aarav Mehta and belongs to the Bollywood film industry.","love, relationships, emotional journey","Title: Bollywood Story 2022 325. Year: 2022. Industry: Bollywood. Language: Hindi. Country: India. Genre: Romance. Director: Aarav Mehta. Cast: Ayaan Khan, Olivia Wilson. Runtime: 90 minutes. Rating: 8.7. Overview: Bollywood Story 2022 325 is a romance film released in 2022. It follows Ayaan Khan and Olivia Wilson through a story involving love, relationships, emotional journey. The film is directed by Aarav Mehta and belongs to the Bollywood film industry. Keywords: love, relationships, emotional journey.",synthetic_demo_data
383,Hollywood Story 2024 383,2024,Hollywood,English,United States,Comedy,Kiran Varma,Ananya Reddy; Sophia Davis,91,6.6,"Hollywood Story 2024 383 is a comedy film released in 2024. It follows Ananya Reddy and Sophia Davis through a story involving friendship, humor, unexpected events. The film is directed by Kiran Varma and belongs to the Hollywood film industry.","friendship, humor, unexpected events","Title: Hollywood Story 2024 383. Year: 2024. Industry: Hollywood. Language: English. Country: United States. Genre: Comedy. Director: Kiran Varma. Cast: Ananya Reddy, Sophia Davis. Runtime: 91 minutes. Rating: 6.6. Overview: Hollywood Story 2024 383 is a comedy film released in 2024. It follows Ananya Reddy and Sophia Davis through a story involving friendship, humor, unexpected events. The film is directed by Kiran Varma and belongs to the Hollywood film industry. Keywords: friendship, humor, unexpected events.",synthetic_demo_data
539,Bollywood Story 2023 039,2023,Bollywood,Hindi,India,Mystery,Daniel Carter,Rahul Verma; Mia Taylor,113,8.9,"Bollywood Story 2023 039 is a mystery film released in 2023. It follows Rahul Verma and Mia Taylor through a story involving clues, investigation, hidden truth. The film is directed by Daniel Carter and belongs to the Bollywood film industry.","clues, investigation, hidden truth","Title: Bollywood Story 2023 039. Year: 2023. Industry: Bollywood. Language: Hindi. Country: India. Genre: Mystery. Director: Daniel Carter. Cast: Rahul Verma, Mia Taylor. Runtime: 113 minutes. Rating: 8.9. Overview: Bollywood Story 2023 039 is a mystery film released in 2023. It follows Rahul Verma and Mia Taylor through a story involving clues, investigation, hidden truth. The film is directed by Daniel Carter and belongs to the Bollywood film industry. Keywords: clues, investigation, hidden truth.",synthetic_demo_data
1494,Tollywood Story 2023 494,2023,Tollywood,Telugu,India,Thriller,Maya Sharma,Emma Brown; Ravi Patel,139,8.3,"Tollywood Story 2023 494 is a thriller film released in 2023. It follows Emma Brown and Ravi Patel through a story involving suspense, investigation, danger. The film is directed by Maya Sharma and belongs to the Tollywood film industry.","suspense, investigation, danger","Title: Tollywood Story 2023 494. Year: 2023. Industry: Tollywood. Language: Telugu. Country: India. Genre: Thriller. Director: Maya Sharma. Cast: Emma Brown, Ravi Patel. Runtime: 139 minutes. Rating: 8.3. Overview: Tollywood Story 2023 494 is a thriller film released in 2023. It follows Emma Brown and Ravi Patel through a story involving suspense, investigation, danger. The film is directed by Maya Sharma and belongs to the Tollywood film industry. Keywords: suspense, investigation, danger.",synthetic_demo_data
1113,Tollywood Story 2020 113,2020,Tollywood,Telugu,India,Comedy,Arjun Rao,Arjun Kumar; Noah Smith,145,9.0,"Tollywood Story 2020 113 is a comedy film released in 2020. It follows Arjun Kumar and Noah Smith through a story involving friendship, humor, unexpected events. The film is directed by Arjun Rao and belongs to the Tollywood film industry.","friendship, humor, unexpected events","Title: Tollywood Story 2020 113. Year: 2020. Industry: Tollywood. Language: Telugu. Country: India. Genre: Comedy. Director: Arjun Rao. Cast: Arjun Kumar, Noah Smith. Runtime: 145 minutes. Rating: 9.0. Overview: Tollywood Story 2020 113 is a comedy film released in 2020. It follows Arjun Kumar and Noah Smith through a story involving friendship, humor, unexpected events. The film is directed by Arjun Rao and belongs to the Tollywood film industry. Keywords: friendship, humor, unexpected events.",synthetic_demo_data
325,Hollywood Story 2022 325,2022,Hollywood,English,United States,Romance,Aarav Mehta,Ayaan Khan; Olivia Wilson,90,8.7,"Hollywood Story 2022 325 is a romance film released in 2022. It follows Ayaan Khan and Olivia Wilson through a story involving love, relationships, emotional journey. The film is directed by Aarav Mehta and belongs to the Hollywood film industry.","love, relationships, emotional journey","Title: Hollywood Story 2022 325. Year: 2022. Industry: Hollywood. Language: English. Country: United States. Genre: Romance. Director: Aarav Mehta. Cast: Ayaan Khan, Olivia Wilson. Runtime: 90 minutes. Rating: 8.7. Overview: Hollywood Story 2022 325 is a romance film released in 2022. It follows Ayaan Khan and Olivia Wilson through a story involving love, relationships, emotional journey. The film is directed by Aarav Mehta and belongs to the Hollywood film industry. Keywords: love, relationships, emotional journey.",synthetic_demo_data
362,Hollywood Story 2024 362,2024,Hollywood,English,United States,Drama,Maya Sharma,Emma Brown; Ravi Patel,106,7.2,"Hollywood Story 2024 362 is a drama film released in 2024. It follows Emma Brown and Ravi Patel through a story involving family, ambition, relationships. The film is directed by Maya Sharma and belongs to the Hollywood film industry.","family, ambition, relationships","Title: Hollywood Story 2024 362. Year: 2024. Industry: Hollywood. Language: English. Country: United States. Genre: Drama. Director: Maya Sharma. Cast: Emma Brown, Ravi Patel. Runtime: 106 minutes. Rating: 7.2. Overview: Hollywood Story 2024 362 is a drama film released in 2024. It follows Emma Brown and Ravi Patel through a story involving family, ambition, relationships. The film is directed by Maya Sharma and belongs to the Hollywood film industry. Keywords: family, ambition, relationships.",synthetic_demo_data
